"DHIScode","MFL Code","name","is_surge","WardDHISCode","wardname","SubCountyDHISCode","subcounty","CountyDHISCode","County","Partner"
"P3f1rMxZYHL","12257","Kaviani Health Centre","","nDNeAIZ7KRc","Upper kaewa/iveti Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","CHS - Naishi"
"lKZzfU0hOrW","12304","Kiitini Dispensary","","X0dFLUEZDlw","Kalama Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"IJkvjupt5A1","12317","Kimutwa Dispensary","","X0dFLUEZDlw","Kalama Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"mKm72HnVMuQ","12318","Kimutwa Medical Clinic","","CYAMnUYLITU","Athi river Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"ENlNLYthtQS","12321","Kinanie Dispensary","","ZlcAxf7QN8c","Muthwani Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","CHS - Naishi"
"QeLIHT8L5NL","12352","Kithayoni Medical Clinic","","W5KRNT7qwnJ","Mumbuni north Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"nvU3F6Gqrmn","12356","Kithima (ABC) Dispensary","","uRN4WDLAPSP","Lower kaewa/kaani Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"vPTfbWzhWxj","12370","Kitunduni Dispensary","","uRN4WDLAPSP","Lower kaewa/kaani Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"MhofOzTxrJu","12381","Kola Sub Health Centre","","RWCExNJBqjw","Kola Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"zOjQvXIZTQs","12409","Kyasila (AIC) Dispensary","","aQ530J1wOWr","Mua Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"uxW1qJ0k9uj","12411","Kyawalia Dispensary","","X0dFLUEZDlw","Kalama Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"0","12434","Lumumba Health Unit","","","","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"VYIXNdQoBZ1","12439","Machakos Health Care","","CJ0xDJy3ZZI","Muvuti/Kiima-Kimwe Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"fG07wRWF4mw","12438","Machakos Level 5 Hospital","","bSXsHJ4bnCw","Machakos Central Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"ejTaieARg25","12440","Machakos Medical Clinic","","bSXsHJ4bnCw","Machakos Central Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"xfBJE36F5de","12450","Makadara Health Care","","CYAMnUYLITU","Athi river Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","CHS - Naishi"
"Z0PsLvUp12j","12458","Makutano Medical Clinic (Machakos)","","CYAMnUYLITU","Athi river Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"SE4q34IrWb7","12474","Mariagoretti Health Services","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"bofJCK2ECq2","12494","Mavoko Medical Clinic","","CYAMnUYLITU","Athi river Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"WK5p6zkEhfX","12530","Mitaboni Health Centre","","kTPK3jU6vdp","Mitamboni Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","CHS - Naishi"
"LpYzGC7QJoQ","12732","Mitaboni Mission Dispensary","","kTPK3jU6vdp","Mitamboni Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"Nf9VA82keB9","12538","Miumbuni Dispensary","","kTPK3jU6vdp","Mitamboni Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","CHS - Naishi"
"anSW8LW7P5T","12548","Mua Hills Dispensary","","aQ530J1wOWr","Mua Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"AqffE72VbTC","12595","Muthwani (AIC) Dispensary","","COrVDPRzUZp","Kinanie Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"jVd26CJm75Y","12600","Mutitu Dispensary","","vviGMt93opf","Kathiani central Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"gKXNQonSJV4","12602","Mutituni Dispensary","","m6H14WsORB0","Mutituni Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"OjbVkzap0Nz","12612","Muumandu Dispensary","","RWCExNJBqjw","Kola Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"vlEQNapvRjh","12616","Muvuti Dispensary","","CJ0xDJy3ZZI","Muvuti/Kiima-Kimwe Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"zmgX9gY8jdE","12633","Naisura Medical Clinic","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"hRMuxMZZCRh","12643","New Ngei Road Nursing Home","","bSXsHJ4bnCw","Machakos Central Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"YzcO2MA2H0A","12648","Ngelani (AIC) Dispensary","","m6H14WsORB0","Mutituni Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"sARbAYabbaD","12653","Ngoleni Dispensary","","vviGMt93opf","Kathiani central Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"j1M418Qy8PI","12687","Nzaini Dispensary","","RWCExNJBqjw","Kola Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"b1QCMahTPvp","12705","Pondeni Medical Clinic","","ZlcAxf7QN8c","Muthwani Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"pHGYh1pC2x6","16252","Sacred Heart Dispensary (Nzaikoni)","","uRN4WDLAPSP","Lower kaewa/kaani Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"fn8YxpqwMWQ","12728","School For The Deaf","","bSXsHJ4bnCw","Machakos Central Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"amRQYjheywd","12730","Shalom Hospital","","bSXsHJ4bnCw","Machakos Central Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","CHS - Naishi"
"C1WAnBr68SR","12746","St Davids Medical Clinic","","W5KRNT7qwnJ","Mumbuni north Ward","dd7jowvUO95","Nyeri South","ptWVfaCIdVx","Nyeri","CHS - Tegemeza Plus"
"XDsau5cPNL8","12749","St Francis Medical Clinic (Machakos)","","RWCExNJBqjw","Kola Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"xgmWaHV5D66","12750","St Immaculate Clinic","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","CHS - Naishi"
"cn20UyFk42o","16248","St Josephs Dispensary","","X0dFLUEZDlw","Kalama Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"V0wWCVD5d5Q","12766","St Michael (Miaani Mission Disp.)","","RWCExNJBqjw","Kola Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"ZSnon7VicKV","16250","St Michael Medical Clinic","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"xyqzLEu0jDE","12745","Assisi Nursing Home (Sisters of Mary Immaculate) ","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","CHAK-CDC HIV-AIDS Program"
"ZuO2s5QzEUJ","12776","Stone Athi Medical Clinic","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"mAFPTVAgJBT","12785","Tana Medical Clinic (Machakos)","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"YBdxWJt1VEC","12788","Tefran Community Clinic","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"Uy0Kw0Km8J3","12773","Tereza DLima Dispensary","","ZlcAxf7QN8c","Muthwani Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"X1oLiwDSw9V","12796","Thinu Health Centre","","nDNeAIZ7KRc","Upper kaewa/iveti Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","CHS - Naishi"
"0","12811","Tunawanjali Clinic","","","","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"F9bCqQuzf9c","12072","Iiani Dispensary","","jGvMus41myr","Mavindini Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"H5eDfnYvhAU","12102","Iuani Health Centre","","INKzs9VvqEs","Ukia ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"DYVai6gI0gI","12191","Kanzokea Dispensary","","Jcz6ykVTJxT","Kitise/Kithuki Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"Dhk5gm6YfZo","12235","Kathonzweni Catholic Dispensary","","uBWnkt16xIs","Kathonzweni Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"G9Fbh4fc5zU","12236","Kathonzweni Health Centre","","uBWnkt16xIs","Kathonzweni Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"y8mnrv5yU4B","12256","Kavata Nzou Dispensary","","xB9PrSz7UNP","Ilima ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"rd9I7HuYmlO","12276","Kiangini Dispensary","","uBWnkt16xIs","Kathonzweni Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"pjoG55x2KMq","12306","Kikoko Mission Hospital","","ObrcNOdPKpV","Kilungu ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHAK-CDC HIV-AIDS Program"
"OjwX5IrpWkM","12309","Kilala Health Centre","","INKzs9VvqEs","Ukia ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"HKuDiBH4yTb","12314","Kilungu Sub-District Hospital","","ObrcNOdPKpV","Kilungu ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"va6fJWbks2A","12360","Kithuki Dispensary","","Jcz6ykVTJxT","Kitise/Kithuki Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"rIWFCNNTQfN","12365","Kitise Health Centre","","Jcz6ykVTJxT","Kitise/Kithuki Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"TBA8AQAwN85","16253","Kitonyoni Dispensary","","bMFoCdyYs5e","Muvau/Kikumini Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"viOUUiw2SxD","12377","Kivani Dispensary","","hlz6Fo6Dr90","Kee ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"G26gYDAw5R1","12398","Kwakavisi Dispensary","","uBWnkt16xIs","Kathonzweni Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"A9FAQoB1Siq","12404","Kyambeke Dispensary","","xB9PrSz7UNP","Ilima ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"u27OZ3b9ijq","16254","Kyuasini Dispensary","","INKzs9VvqEs","Ukia ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"kwyBjVtokh1","12456","Makueni Catholic Dispensary","","MGxM50hGFBS","Wote Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHAK-CDC HIV-AIDS Program"
"YgHyNJOU8hs","12457","Makueni District Hospital","","MGxM50hGFBS","Wote Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"r0KWpRS4Xk7","12468","Mangala Dispensary","","hlz6Fo6Dr90","Kee ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"My8F17h7hXs","12493","Mavindini Health Centre","","jGvMus41myr","Mavindini Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"ZMBAIXYo4VE","12565","Mukuyuni Health Centre","","INKzs9VvqEs","Ukia ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"SLTa8EsuOkb","12571","Mumbuni Dispensary (Makueni)","","bMFoCdyYs5e","Muvau/Kikumini Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"IsNhIZJujfO","12575","Mumo (AIC) Health Centre","","uBWnkt16xIs","Kathonzweni Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"aI4qy2w9teJ","12582","Musalala Dispensary","","xB9PrSz7UNP","Ilima ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"HTPGdsVQrix","12621","Chandaria Mwania Dispensary","","Jcz6ykVTJxT","Kitise/Kithuki Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"CmRdI5qiyot","12693","Nziu Dispensary","","MGxM50hGFBS","Wote Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"noEGy4LQxmn","12822","Ukia Dispensary","","INKzs9VvqEs","Ukia ward","XAy1bjurhLU","Kilome","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"vsvcd1x7ARW","11940","Badassa Dispensary","","G2LQpPk5BXU","Sagante/jaldesa Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","Aphia Plus Imarisha"
"xsva7Zj6YgJ","11983","Dakabaricha Dispensary","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","Aphia Plus Imarisha"
"gURZsLIdwLp","11986","Dirib Gombo Dispensary","","G2LQpPk5BXU","Sagante/jaldesa Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","Aphia Plus Imarisha"
"XKaCHDOafAo","16211","Fayaa Medical Clinic","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"hjyclwwMnEP","12053","Goro Rukesa Dispensary","","G2LQpPk5BXU","Sagante/jaldesa Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"lKVgKDw7Xqb","16205","Hula-Hula Dispensary","","MhwOKHDNTsU","Karare Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"mgGzIs8RsFB","12066","I.S.M.C. CLINIC","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"AoavQDDyuYH","16208","Jamii Medical Clinic (Marsabit)","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"y2oqlZwx1TL","12197","Karare Dispensary","","MhwOKHDNTsU","Karare Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"h1eregGkvM4","16210","Kilimanjaro Skin & Medical Clinic","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"AoegaUZ3qLq","12373","Kituruni Dispensary","","MhwOKHDNTsU","Karare Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"QVYsarI2L8c","12470","Manyatta Jillo Dispensary","","G2LQpPk5BXU","Sagante/jaldesa Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"vqQBFJVL2ov","12472","Marsabit District Hospital","1","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","Aphia Plus Imarisha"
"AkC8SJRIJwY","12473","Marsabit Medical Clinic","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"x33Wh7pyxKs","16207","Marsabit Modern Medical Clinic","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"s6OMMdFQzIQ","16206","Mountain Medical Clinic","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"FiGB5Re7nrw","16209","New Moon Medical Clinic","","J7hloFhkWdU","North Horr Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"bAUGxMpK7df","16212","Oasis Diagnostic Laboratory","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"GVE3QJXCg0i","12723","Sagante Dispensary ","","G2LQpPk5BXU","Sagante/jaldesa Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","Aphia Plus Imarisha"
"Ug4NtbPR2MT","12741","Songa Dispensary","","MhwOKHDNTsU","Karare Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"mumySpVMRiC","16204","Tumaini Medical Clinic (Marsabit)","","PVB8iZMsHnd","Marsabit central Ward","WILszL634oZ","Saku","Eey8fT4Im3y","Marsabit","No Partner"
"AFrApSo0dBR","11959","By Faith Medical Clinic","","","","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"pITV7RGeKeJ","11964","CCS Kiritiri Clinic","","IqDql8D0FEF","Mavuria Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"WclYxVhIusR","11987","Don Bosco Clinic","","tGtfKyhl0y1","Nthawa Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"ouW5xdDSjnM","12022","Gacabari Dispensary","","CMHN2XMxdY9","Kiambere Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"tCDh3rEYIVj","12023","Gachuriri Dispensary","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"JfanPlPxNKE","16463","Gategi Health Centre","1","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"wzU1yjuhIQp","12040","Gitaru Clinic ","","CMHN2XMxdY9","Kiambere Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"kgwPDqMydjo","16464","Ishiara Sub-District Hospital","1","LlyKi6c8KbT","Evurore Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"kGzUA2nCC7c","12122","Kabuguri Dispensary","","IqDql8D0FEF","Mavuria Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"Zl8JMj5NOHk","12164","Kamumu Dispensary","","LlyKi6c8KbT","Evurore Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"R41QQ3YpoYu","12185","Kanyuambora Dispensary","1","LlyKi6c8KbT","Evurore Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"FxvrbDCLseH","12193","Karaba Dispensary (Mbeere)","","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"KERTH85vVHa","12194","Karaba Wango Dispensary","","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"Jg3AKpoTgyf","12226","Kathanje Dispensary","","HpGxgPszuYN","Muminji Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"QtkuzgCwZnB","12271","Kiambere Dam Dispensary","1","HpGxgPszuYN","Muminji Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"xDYrSeSD4g7","16465","Kiambere Health Centre","1","CMHN2XMxdY9","Kiambere Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"jtiEDT1LMuP","12274","Kiamuringa Dispensary","1","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"tww0l46CGoh","12333","Kirie Dispensary","","HpGxgPszuYN","Muminji Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"eD8gvdqzIty","12334","Kirie Mission Clinic","","HpGxgPszuYN","Muminji Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"ovQ3iTaDpja","12335","Kirin Agribio (Yoder) Clinic","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"dzPtnXVHu7C","16466","Kiritiri Health Centre","1","IqDql8D0FEF","Mavuria Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"vsCLd2QbtcK","12425","Lasida Clinic","","tGtfKyhl0y1","Nthawa Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"gwSSgY6zYfC","12431","Liviero Dispensary","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"sObWsoB3enC","12441","Machanga Dispensary","","IqDql8D0FEF","Mavuria Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"uAFvoO68slK","12454","Makima Dispensary","","AoN9iYrVOUP","Makima Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"Kr5Vxuz1yLl","16467","Mbeere District Hospital","1","tGtfKyhl0y1","Nthawa Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","Afya Kamilisha"
"INZIdiVcdZp","12501","Mbita Dispensary","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"Pf6O7e2obMA","12505","Mbondoni Dispensary","","AoN9iYrVOUP","Makima Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"tkWVWdSzZCJ","12506","Mbonzuki Dispensary","","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"egwIfdre3CW","12590","Muthanthara Dispensary","","LlyKi6c8KbT","Evurore Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"iOtmyIoDd6i","12645","Nganduri Dispensary","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"yGXMuAvTOta","12711","Riachina Dispensary","","CMHN2XMxdY9","Kiambere Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"rqepZRfHCug","12712","Riakanau Dispensary","","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"jrsw22ft8ug","16468","Riandu Dispensary","","tGtfKyhl0y1","Nthawa Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"GCv9teCuS8H","12722","Rwika Dispensary ","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"Ts1jDUorGyc","12733","Siakago Clinic","","tGtfKyhl0y1","Nthawa Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"qc377WE3ObL","12833","Utugi Medical Clinic","","wCqyM612JwW","Mbeti south Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"L4GDNxHEvSK","12838","Wachoro Dispensary","","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","Afya Kamilisha"
"BZMobPU9PBn","11994","Ebeneza Dispensary","","wp8DtxcZfwK","Mbooni Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","No Partner"
"avutvajUfrS","12074","Iiani/Kiatineni Dispensary","","FNq96CChp6E","Tulimani Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","No Partner"
"Hkj3pG2XmPE","12135","Kako Dispensary","","aMAJt97Ksnm","Waia/Kako Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"yFeGs5Liwzi","12147","Kalawa Health Centre","","EQCXKT8S5SE","Kalawa/ Kathulumbi Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"Hye6HfITIcg","12149","Kali Dispensary","","wp8DtxcZfwK","Mbooni Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"dxeSMnthYrh","12150","Kaliani Health Centre","","kbwrNLg8qn9","Kithungo/Kitundu Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"pCPmgaLCEMC","12212","Katagini Dispensary","","EQCXKT8S5SE","Kalawa/ Kathulumbi Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","No Partner"
"KmXHJRTmJL9","12238","Kathulumbi Dispensary","","EQCXKT8S5SE","Kalawa/ Kathulumbi Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"UozAEw1GadF","12261","Kavumbu Dispensary","","EQCXKT8S5SE","Kalawa/ Kathulumbi Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","No Partner"
"RztzXSmM6Zu","12341","Kisau Health Centre","","Y9QRNvbj4ig","Kiteta-Kisau Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"ua1ocZuxevt","12368","Kitundu (SDA)  Dispensary","","kbwrNLg8qn9","Kithungo/Kitundu Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","No Partner"
"s4RF0JwGE9s","12369","Kitundu Dispensary","","kbwrNLg8qn9","Kithungo/Kitundu Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","CHS - Naishi"
"ZRzX46eulvM","12507","Mbooni (AIC) Dispensary","","wp8DtxcZfwK","Mbooni Ward","jxjGWCdfsib","Mbooni","BoDytkJQ4Qi","Makueni","No Partner"
